Profesor	Id. Asignatura	Horas	Resp	Asignatura
Anonimizado 152				
Anonimizado 152				
Anonimizado 152				
Anonimizado 152				
Anonimizado 152				
Anonimizado 153	130	60		Estructuras de Datos Avanzadas
Anonimizado 153	65	30		Procesadores de Lenguajes
Anonimizado 153	13	60		Estructuras de Datos (Grupo 2)
Anonimizado 153	133	30		Procesadores de Lenguajes
Anonimizado 153				
Anonimizado 153				
Anonimizado 153				
Anonimizado 153				
Anonimizado 153				
Anonimizado 153				
Anonimizado 153				
Anonimizado 153				
Anonimizado 154	248	20		Personajes y Escenarios
Anonimizado 154	179	30		Computer Science and Digital Competence
Anonimizado 154	206	20		Ingeniería de Videojuegos
Anonimizado 154	245	20		Ingeniería de Videojuegos
Anonimizado 154	223	30		Diseño Digital 2D
Anonimizado 154	184	30		Diseño Digital 2D
Anonimizado 154	189	30		Modelado Geométrico
Anonimizado 154				
Anonimizado 154				
Anonimizado 154				
Anonimizado 154				
Anonimizado 154				
Anonimizado 155	14	60		Fundamentos Físicos de los Computadores
Anonimizado 155	47	60		Fundamentos de Computadores (Grupo 2)
Anonimizado 155	226	30		Física para Videojuegos
Anonimizado 155	310	30		Fundamentos Físicos de los Computadores
Anonimizado 155				
Anonimizado 155				
Anonimizado 155				
Anonimizado 155				
Anonimizado 155				
Anonimizado 155				
Anonimizado 155				
Anonimizado 155				
Anonimizado 156	220	5		Herramientas Tecnológicas para el Ejercicio de la Psicología (Grupo 1)
Anonimizado 156	221	5		Herramientas Tecnológicas para el Ejercicio de la Psicología (Grupo 2)
Anonimizado 156	222	15		Herramientas Tecnológicas para el Ejercicio de la Psicología (Teoría)
Anonimizado 156	109	5		Herramientas Tecnológicas para el Ejercicio de la Psicología (Grupo 1)
Anonimizado 156	110	5		Herramientas Tecnológicas para el Ejercicio de la Psicología (Grupo 2)
Anonimizado 156	111	15		Herramientas Tecnológicas para el Ejercicio de la Psicología (Teoría)
Anonimizado 156	312	30		Aspectos Legales y Éticos 
Anonimizado 156	79	20		Fundamentos Fí­sicos de la Informática
Anonimizado 156	130	10		Estructuras de Datos Avanzadas
Anonimizado 156	226	20		Física para Videojuegos
Anonimizado 156	265	30		Métodos Operativos y Estadísticos de Gestión
Anonimizado 156				
Anonimizado 157	268	30		Redes de Computadores
Anonimizado 157	29	20		Ampliación de Sistemas Operativos
Anonimizado 157	25	30		Programación Orientada a Objetos
Anonimizado 157	104	30		Ingeniería de Sistemas de Información
Anonimizado 157	44	60		Estructuras de Datos (Grupo 1)
Anonimizado 157	229	20		Multimedia
Anonimizado 157				
Anonimizado 157				
Anonimizado 157				
Anonimizado 157				
Anonimizado 157				
Anonimizado 157				
Anonimizado 158				
Anonimizado 158				
Anonimizado 158	30	60		Computación de Altas Prestaciones
Anonimizado 158	114	60		Estructuras de Datos (Grupo 2)
Anonimizado 158				
Anonimizado 158	311	15		Estructura de Computadores
Anonimizado 158				
Anonimizado 158				
Anonimizado 158				
Anonimizado 158				
Anonimizado 158				
Anonimizado 158				
Anonimizado 159	193	20		Arquitecturas Gráficas
Anonimizado 159	232	60		Arquitecturas Gráficas
Anonimizado 159	233	30		Bases de Datos
Anonimizado 159				
Anonimizado 159				
Anonimizado 159				
Anonimizado 159				
Anonimizado 159				
Anonimizado 159				
Anonimizado 159				
Anonimizado 159				
Anonimizado 159				
